Category,Name of medicine,EMA product number,Medicine status,Opinion status,Latest procedure affecting product information,International non-proprietary name (INN) / common name,Active substance,Therapeutic area (MeSH),"Species
(veterinary)",Patient safety,ATC code (human),ATCvet code (veterinary),"Pharmacotherapeutic group
(human)","Pharmacotherapeutic group
(veterinary)",Therapeutic indication,Accelerated assessment,Additional monitoring,Advanced therapy,Biosimilar,Conditional approval,Exceptional circumstances,Generic,Orphan medicine,PRIME: priority medicine,Marketing authorisation developer / applicant / holder,European Commission decision date,Start of rolling review date,Start of evaluation date,Opinion adopted date,Withdrawal of application date,Marketing authorisation date,Refusal of marketing authorisation date,Withdrawal / expiry / revocation / lapse of marketing authorisation date,Suspension of marketing authorisation date,Revision number,First published date,Last updated date,Medicine URL
Human,Mvasi,EMEA/H/C/004728,Authorised,,PSUR/0000274402,bevacizumab,bevacizumab,"Carcinoma, Renal Cell;Peritoneal Neoplasms;Ovarian Neoplasms;Breast Neoplasms;Carcinoma, Non-Small-Cell Lung;Fallopian Tube Neoplasms",,No,L01XC07,,Antineoplastic agents,,"Mvasi in combination with fluoropyrimidine-based chemotherapy is indicated for treatment of adult patients with metastatic carcinoma of the colon or rectum. Mvasi in combination with paclitaxel is indicated for first-line treatment of adult patients with metastatic breast cancer. For further information as to human epidermal growth factor receptor 2 (HER2) status, please refer to section 5.1. Mvasi, in addition to platinum-based chemotherapy, is indicated for first-line treatment of adult patients with unresectable advanced, metastatic or recurrent non-small cell lung cancer other than predominantly squamous cell histology. Mvasi in combination with interferon alfa-2a is indicated for first-line treatment of adult patients with advanced and/or metastatic renal cell cancer. Mvasi, in combination with carboplatin and paclitaxel is indicated for the front-line treatment of adult patients with advanced (International Federation of Gynecology and Obstetrics (FIGO) stages IIIB, IIIC and IV) epithelial ovarian, fallopian tube, or primary peritoneal cancer. Mvasi, in combination with carboplatin and gemcitabine or in combination with carboplatin and paclitaxel, is indicated for treatment of adult patients with first recurrence of platinum-sensitive epithelial ovarian, fallopian tube or primary peritoneal cancer who have not received prior therapy with bevacizumab or other VEGF inhibitors or VEGF receptor-targeted agents. Mvasi in combination with paclitaxel, topotecan, or pegylated liposomal doxorubicin is indicated for the treatment of adult patients with platinum-resistant recurrent epithelial ovarian, fallopian tube, or primary peritoneal cancer who received no more than two prior chemotherapy regimens and who have not received prior therapy with bevacizumab or other VEGF inhibitors or VEGF receptor-targeted agents. Mvasi, in combination with paclitaxel and cisplatin or, alternatively, paclitaxel and topotecan in patients who cannot receive platinum therapy, is indicated for the treatment of adult patients with persistent, recurrent, or metastatic carcinoma of the cervix.",No,No,No,Yes,No,No,No,No,No,Amgen Technology (Ireland) UC,19/12/2025,,,2017/8/11,,15/01/2018,,,,18,2018/12/2,27/01/2026,https://www.ema.europa.eu/en/medicines/human/EPAR/mvasi
Human,Tevimbra,EMEA/H/C/005919,Authorised,,VR/0000269879,tislelizumab,tislelizumab,"Esophageal Squamous Cell Carcinoma;Carcinoma, Non-Small-Cell Lung;Small Cell Lung Carcinoma;Nasopharyngeal Carcinoma;Stomach Neoplasms",,No,L01FF09,,Antineoplastic agents,,"Non-small cell lung cancer (NSCLC) Tevimbra, in combination with platinum-containing chemotherapy as neoadjuvant treatment and then continued as monotherapy as adjuvant treatment, is indicated for the treatment of adult patients with resectable NSCLC at high risk of recurrence (for selection criteria, see section 5.1).Tevimbra in combination with pemetrexed and platinum containing chemotherapy is indicated for the first-line treatment of adult patients with non-squamous NSCLC&nbsp; whose tumours have PD-L1 expression on ≥50% of tumour cells with no EGFR or ALK positive mutations and who have:  locally advanced NSCLC and are not candidates for surgical resection or platinum-based chemoradiation, or metastatic NSCLC.  Tevimbra in combination with carboplatin and either paclitaxel or nab-paclitaxel is indicated for the first-line treatment of adult patients with squamous NSCLC who have:  locally advanced NSCLC and are not candidates for surgical resection or platinum-based chemoradiation, or metastatic NSCLC.  Tevimbra as monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic NSCLC after prior platinum-based therapy. Patients with EGFR mutant or ALK positive NSCLC should also have received targeted therapies before receiving tislelizumab. Small Cell Lung Cancer (SCLC)Tevimbra, in combination with etoposide and platinum chemotherapy, is indicated for the first-line treatment of adult patients with extensive-stage SCLC. Gastric or gastroesophageal junction (G/GEJ) adenocarcinomaTevimbra, in combination with platinum and fluoropyrimidine-based chemotherapy, is indicated for the first-line treatment of adult patients with HER-2-negative locally advanced unresectable or metastatic gastric or gastroesophageal junction (G/GEJ) adenocarcinoma whose tumours express PD L1 with a tumour area positivity (TAP) score ≥ 5% (see section 5.1).Oesophageal squamous cell carcinoma (OSCC)Tevimbra, in combination with platinum-based chemotherapy, is indicated for the first-line treatment of adult patients with unresectable, locally advanced or metastatic OSCC whose tumours express PD L1 with a TAP score ≥ 5% (see section 5.1).Tevimbra as monotherapy is indicated for the treatment of adult patients with unresectable, locally advanced or metastatic OSCC after prior platinum-based chemotherapy. Nasopharyngeal carcinoma (NPC)Tevimbra, in combination with gemcitabine and cisplatin, is indicated for the first-line treatment of adult patients with recurrent, not amenable to curative surgery or radiotherapy, or metastatic NPC.",No,Yes,No,No,No,No,No,No,No,Beone Medicines Ireland Limited,24/10/2025,,,20/07/2023,,15/09/2023,,,,16,17/07/2023,26/01/2026,https://www.ema.europa.eu/en/medicines/human/EPAR/tevimbra
Human,Abraxane,EMEA/H/C/000778,Authorised,,VR/0000311114,paclitaxel,paclitaxel,"Breast Neoplasms;Pancreatic Neoplasms;Carcinoma, Non-Small-Cell Lung",,No,L01CD01,,Antineoplastic agents,,"Abraxane monotherapy is indicated for the treatment of metastatic breast cancer in adult patients who have failed first-line treatment for metastatic disease and for whom standard, anthracycline containing therapy is not indicated. Abraxane in combination with gemcitabine is indicated for the first-line treatment of adult patients with metastatic adenocarcinoma of the pancreas. Abraxane in combination with carboplatin is indicated for the first-line treatment of non-small cell lung cancer in adult patients who are not candidates for potentially curative surgery and/or radiation therapy.",No,No,No,No,No,No,No,No,No,Bristol-Myers Squibb Pharma EEIG,20/01/2026,,,18/10/2007,,2008/11/1,,,,32,30/07/2018,21/01/2026,https://www.ema.europa.eu/en/medicines/human/EPAR/abraxane
Human,Libtayo,EMEA/H/C/004844,Authorised,,VR/0000264999,cemiplimab,cemiplimab,"Carcinoma, Squamous Cell",,No,L01XC33,,Antineoplastic agents,,"Cutaneous Squamous Cell Carcinoma  Libtayo as monotherapy is indicated for the treatment of adult patients with metastatic or locally advanced cutaneous squamous cell carcinoma (mCSCC or laCSCC) who are not candidates for curative surgery or curative radiation. Libtayo as monotherapy is indicated for the adjuvant treatment of adult patients with CSCC at high risk of recurrence after surgery and radiation (see section 5.1 for selection criteria).&nbsp;  Basal Cell Carcinoma  Libtayo as monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic basal cell carcinoma (laBCC or mBCC) who have progressed on or are intolerant to a hedgehog pathway inhibitor (HHI).  Non-Small Cell Lung Cancer  Libtayo as monotherapy is indicated for the first-line treatment of adult patients with non-small cell lung cancer (NSCLC) expressing PD-L1 (in ? 50% tumour cells), with no EGFR, ALK or ROS1 aberrations, who have:  locally advanced NSCLC who are not candidates for definitive chemoradiation, or metastatic NSCLC.   Libtayo in combination with platinum?based chemotherapy is indicated for the first?line treatment of adult patients with NSCLC expressing PD-L1 (in ? 1% of tumour cells), with no EGFR, ALK or ROS1 aberrations, who have:  locally advanced NSCLC who are not candidates for definitive chemoradiation, or metastatic NSCLC.    Cervical Cancer  Libtayo as monotherapy is indicated for the treatment of adult patients with recurrent or metastatic cervical cancer and disease progression on or after platinum-based chemotherapy.",No,No,No,No,No,No,No,No,No,Regeneron Ireland Designated Activity Company (DAC),17/11/2025,,,26/04/2019,,28/06/2019,,,,22,2019/5/7,20/01/2026,https://www.ema.europa.eu/en/medicines/human/EPAR/libtayo
Human,Hycamtin,EMEA/H/C/000123,Authorised,,N/0000320277,topotecan,topotecan,Ovarian Neoplasms;Uterine Cervical Neoplasms;Small Cell Lung Carcinoma,,No,L01CE01,,Antineoplastic agents,,Hycamtin capsules are indicated as monotherapy for the treatment of adult patients with relapsed small cell lung cancer (SCLC) for whom re-treatment with the first-line regimen is not considered appropriate. Topotecan is indicated for the treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy. Hycamtin capsules are indicated as monotherapy for the treatment of adult patients with relapsed small cell lung cancer (SCLC) for whom re-treatment with the first-line regimen is not considered appropriate.,No,No,No,No,No,No,No,No,No,Sandoz Pharmaceuticals d.d.,20/01/2026,,,17/07/1996,,1996/12/11,,,,42,23/04/2018,20/01/2026,https://www.ema.europa.eu/en/medicines/human/EPAR/hycamtin
Human,Tagrisso,EMEA/H/C/004124,Authorised,,VR/0000310732,osimertinib,osimertinib mesilate,"Carcinoma, Non-Small-Cell Lung",,No,L01XE,,Other antineoplastic agents;Protein kinase inhibitors,,"TAGRISSO as monotherapy is indicated for:  the adjuvant treatment after complete tumour resection in adult patients with stage IB-IIIA non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations (see section 5.1). the treatment of adult patients with locally advanced, unresectable NSCLC whose tumours have EGFR exon 19 deletions or exon 21 (L858R) substitution mutations and whose disease has not progressed during or following platinum‑based chemoradiation therapy. the first-line treatment of adult patients with locally advanced or metastatic NSCLC with activating EGFR mutations. the treatment of adult patients with locally advanced or metastatic EGFR T790M mutation-positive NSCLC.  TAGRISSO is indicated in combination with:  pemetrexed and platinum-based chemotherapy for the first-line treatment of adult patients with advanced NSCLC whose tumours have EGFR exon 19 deletions or exon 21 (L858R) substitution mutations.",Yes,No,No,No,No,No,No,No,No,AstraZeneca AB,2025/3/12,,,17/12/2015,,2016/1/2,,,,23,31/08/2018,19/01/2026,https://www.ema.europa.eu/en/medicines/human/EPAR/tagrisso
Human,Alimta,EMEA/H/C/000564,Authorised,,VR/0000315508,pemetrexed,pemetrexed,"Mesothelioma;Carcinoma, Non-Small-Cell Lung",,No,L01BA04,,Antineoplastic agents,,Malignant pleural mesothelioma Alimta in combination with cisplatin is indicated for the treatment of chemotherapy-naïve patients with unresectable malignant pleural mesothelioma. Non-small-cell lung cancer Alimta in combination with cisplatin is indicated for the first-line treatment of patients with locally advanced or metastatic non-small-cell lung cancer other than predominantly squamous cell histology. Alimta is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small-cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy. Alimta is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small-cell lung cancer other than predominantly squamous cell histology.,No,No,No,No,No,No,No,No,No,Eli Lilly Nederland B.V.,16/01/2026,,,,,20/09/2004,,,,29,23/03/2018,16/01/2026,https://www.ema.europa.eu/en/medicines/human/EPAR/alimta
Human,Cyramza,EMEA/H/C/002829,Authorised,,VR/0000315508,ramucirumab,ramucirumab,Stomach Neoplasms,,No,L01FX06,,Antineoplastic agents,,"Gastric cancer Cyramza in combination with paclitaxel is indicated for the treatment of adult patients with advanced gastric cancer or gastro-oesophageal junction adenocarcinoma with disease progression after prior platinum and fluoropyrimidine chemotherapy. Cyramza monotherapy is indicated for the treatment of adult patients with advanced gastric cancer or gastro-oesophageal junction adenocarcinoma with disease progression after prior platinum or fluoropyrimidine chemotherapy, for whom treatment in combination with paclitaxel is not appropriate. Colorectal cancer Cyramza, in combination with FOLFIRI (irinotecan, folinic acid, and 5?fluorouracil), is indicated for the treatment of adult patients with metastatic colorectal cancer (mCRC) with disease progression on or after prior therapy with bevacizumab, oxaliplatin and a fluoropyrimidine. Non-small cell lung cancer Cyramza in combination with docetaxel is indicated for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer with disease progression after platinum-based chemotherapy. Hepatocellular carcinoma Cyramza monotherapy is indicated for the treatment of adult patients with advanced or unresectable hepatocellular carcinoma who have a serum alpha fetoprotein (AFP) of ?&nbsp;400&nbsp;ng/ml and who have been previously treated with sorafenib.",No,No,No,No,No,No,No,No,No,Eli Lilly Nederland B.V.,16/01/2026,,,,,19/12/2014,,,,22,2018/12/2,16/01/2026,https://www.ema.europa.eu/en/medicines/human/EPAR/cyramza
Human,Pemetrexed Pfizer (previously Pemetrexed Hospira),EMEA/H/C/003970,Authorised,,N/0000323208,pemetrexed,pemetrexed disodium;pemetrexed disodium hemipentahydrate,"Carcinoma, Non-Small-Cell Lung;Mesothelioma",,No,L01BA04,,Antineoplastic agents,,Malignant pleural mesothelioma Pemetrexed Pfizer in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma. Non-small cell lung cancer Pemetrexed Pfizer in combination with cisplatin is indicated for the first-line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology. Pemetrexed Pfizer is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy. Pemetrexed Pfizer is indicated as monotherapy for the second-line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.,No,No,No,No,No,No,Yes,No,No,Pfizer Europe MA EEIG,15/01/2026,,,23/09/2015,,19/11/2015,,,,19,24/04/2018,15/01/2026,https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-pfizer
Human,Hetronifly,EMEA/H/C/006170,Authorised,,VR/0000291455,serplulimab,serplulimab,Small Cell Lung Carcinoma,,No,L01FF12,,Antineoplastic agents,,Hetronifly in combination with carboplatin and etoposide is indicated for the first-line treatment of adult patients with extensive-stage small cell lung cancer (ES-SCLC).,No,Yes,No,No,No,No,No,Yes,No,Accord Healthcare S.L.U.,2025/4/12,,,19/09/2024,,2025/3/2,,,,4,20/09/2024,2026/12/1,https://www.ema.europa.eu/en/medicines/human/EPAR/hetronifly
Human,Xalkori,EMEA/H/C/002489,Authorised,,VR/0000317352,crizotinib,crizotinib,"Carcinoma, Non-Small-Cell Lung",,No,L01ED01,,Antineoplastic agents,,Xalkori as monotherapy is indicated for:  The first line treatment of adults with anaplastic lymphoma kinase (ALK) positive advanced non small cell lung cancer (NSCLC) The treatment of adults with previously treated anaplastic lymphoma kinase (ALK) positive advanced non small cell lung cancer (NSCLC) The treatment of adults with ROS1 positive advanced non small cell lung cancer (NSCLC) The treatment of paediatric patients (age 1 to &lt;18 years) with relapsed or refractory systemic anaplastic lymphoma kinase (ALK) positive anaplastic large cell lymphoma (ALCL) The treatment of paediatric patients (age 1 to &lt;18 years) with recurrent or refractory anaplastic lymphoma kinase (ALK) positive unresectable inflammatory myofibroblastic tumour (IMT),No,No,No,No,No,No,No,No,No,Pfizer Europe MA EEIG,2026/5/1,,,19/07/2012,,23/10/2012,,,,40,31/08/2018,2026/8/1,https://www.ema.europa.eu/en/medicines/human/EPAR/xalkori
Human,Enhertu,EMEA/H/C/005124,Authorised,,R/0000282648,trastuzumab deruxtecan,trastuzumab deruxtecan,Breast Neoplasms,,No,L01FD04,,Antineoplastic agents,,"Breast cancerHER2-positive breast cancerEnhertu as monotherapy is indicated for the treatment of adult patients with unresectable or metastatic HER2-positive breast cancer who have received one or more prior anti-HER2-based regimens.HER2-low and HER2-ultralow breast cancerEnhertu as monotherapy is indicated for the treatment of adult patients with unresectable or metastatic&nbsp;  hormone receptor (HR)-positive, HER2-low or HER2-ultralow breast cancer who have received at least one endocrine therapy in the metastatic setting and who are not considered suitable for endocrine therapy as the next line of treatment (see sections 4.2 and 5.1). HER2-low breast cancer who have received prior chemotherapy in the metastatic setting or developed disease recurrence during or within 6 months of completing adjuvant chemotherapy (see section 4.2).  Non-small cell lung cancer (NSCLC)Enhertu as monotherapy is indicated for the treatment of adult patients with advanced NSCLC whose tumours have an activating HER2 (ERBB2) mutation and who require systemic therapy following platinum-based chemotherapy with or without immunotherapy.Gastric cancer&nbsp;Enhertu as monotherapy is indicated for the treatment of adult patients with advanced HER2-positive gastric or gastroesophageal junction (GEJ) adenocarcinoma who have received a prior trastuzumab-based regimen.",No,Yes,No,No,Yes,No,No,No,No,Daiichi Sankyo Europe GmbH,21/11/2025,,,2020/10/12,,18/01/2021,,,,19,2021/8/2,2025/3/12,https://www.ema.europa.eu/en/medicines/human/EPAR/enhertu
Human,Krazati,EMEA/H/C/006013,Authorised,,II/0010/G,adagrasib,adagrasib,"Carcinoma, Non-Small-Cell Lung",,No,L01XX77,,Other antineoplastic agents,,Krazati as monotherapy is indicated for the treatment of adult patients with advanced non-small cell lung cancer (NSCLC) with KRAS G12C mutation and disease progression after at least one prior systemic therapy.,No,Yes,No,No,Yes,No,No,No,No,Bristol-Myers Squibb Pharma EEIG,17/11/2025,,,2023/9/11,,2024/5/1,,,,3,2023/10/11,2025/2/12,https://www.ema.europa.eu/en/medicines/human/EPAR/krazati
Human,Yervoy,EMEA/H/C/002213,Authorised,,VR/0000285155,ipilimumab,Ipilimumab,"Melanoma;Carcinoma, Renal Cell;Carcinoma, Non-Small-Cell Lung;Mesothelioma, Malignant;Colorectal Neoplasms",,No,L01FX04,,Antineoplastic agents,,"MelanomaYervoy as monotherapy or combination with nivolumab is indicated for the treatment of advanced (unresectable or metastatic) melanoma in adults and adolescents 12 years of age and older (see section 4.4).&nbsp; Yervoy in combination with nivolumab is indicated for the treatment of advanced (unresectable or metastatic) melanoma in adults. Relative to nivolumab monotherapy, an increase in progression-free survival (PFS) and overall survival (OS) for the combination of nivolumab with ipilimumab is established only in patients with low tumour PD-L1 expression (see sections 4.4 and 5.1). Renal cell carcinoma (RCC) Yervoy in combination with nivolumab is indicated for the first-line treatment of adult patients with intermediate/poor-risk advanced renal cell carcinoma (see section 5.1). Non-small cell lung cancer (NSCLC) Yervoy in combination with nivolumab and 2 cycles of platinum-based chemotherapy is indicated for the first-line treatment of metastatic non-small cell lung cancer in adults whose tumours have no sensitising EGFR mutation or ALK translocation. Malignant pleural mesothelioma (MPM) Yervoy in combination with nivolumab is indicated for the first-line treatment of adult patients with unresectable malignant pleural mesothelioma. Mismatch repair deficient (dMMR) or microsatellite instability-high (MSI-H) colorectal cancer (CRC) Yervoy in combination with nivolumab is indicated for the treatment of adult patients with mismatch repair deficient or microsatellite instability high colorectal cancer in the following settings:- first-line treatment of unresectable or metastatic colorectal cancer;- treatment of metastatic colorectal cancer after prior fluoropyrimidine based combination chemotherapy (see section 5.1). Oesophageal squamous cell carcinoma (OSCC) Yervoy in combination with nivolumab is indicated for the first-line treatment of adult patients with unresectable advanced, recurrent or metastatic oesophageal squamous cell carcinoma with tumour cell PD-L1 expression ≥ 1%.Hepatocellular carcinoma (HCC)Yervoy in combination with nivolumab is indicated for the first line treatment of adult patients with unresectable or advanced hepatocellular carcinoma.",No,No,No,No,No,No,No,No,No,Bristol-Myers Squibb Pharma EEIG,13/11/2025,,,19/05/2011,,13/07/2011,,,,59,14/06/2018,21/11/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/yervoy
Human,Afinitor,EMEA/H/C/001038,Authorised,,VR/0000310437,everolimus,everolimus,"Carcinoma, Renal Cell;Breast Neoplasms;Pancreatic Neoplasms",,No,L01XE10,,Antineoplastic agents,,"Hormone-receptor-positive advanced breast cancer Afinitor is indicated for the treatment of hormone-receptor-positive, HER2/neu-negative advanced breast cancer, in combination with exemestane, in post-menopausal women without symptomatic visceral disease after recurrence or progression following a non-steroidal aromatase inhibitor. Neuroendocrine tumours of pancreatic origin Afinitor is indicated for the treatment of unresectable or metastatic, well or moderately differentiated neuroendocrine tumours of pancreatic origin in adults with progressive disease. Neuroendocrine tumours of gastrointestinal or lung origin Afinitor is indicated for the treatment of unresectable or metastatic, well-differentiated (Grade 1 or Grade 2) non-functional neuroendocrine tumours of gastrointestinal or lung origin in adults with progressive disease. Renal-cell carcinoma Afinitor is indicated for the treatment of patients with advanced renal-cell carcinoma, whose disease has progressed on or after treatment with VEGF-targeted therapy.",No,No,No,No,No,No,No,No,No,Novartis Europharm Limited,20/11/2025,,,,,2009/2/8,,,,33,2018/8/5,20/11/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/afinitor
Human,Mekinist,EMEA/H/C/002643,Authorised,,VR/0000311204,trametinib,trametinib,Melanoma,,No,L01EE01,,Antineoplastic agents,,"Melanoma Trametinib as monotherapy or in combination with dabrafenib is indicated for the treatment of adult patients with unresectable or metastatic melanoma with a BRAF V600 mutation (see sections 4.4 and 5.1). Trametinib monotherapy has not demonstrated clinical activity in patients who have progressed on a prior BRAF inhibitor therapy (see section 5.1). Adjuvant treatment of melanoma Trametinib in combination with dabrafenib is indicated for the adjuvant treatment of adult patients with Stage III melanoma with a BRAF V600 mutation, following complete resection. Non-small cell lung cancer (NSCLC) Trametinib in combination with dabrafenib is indicated for the treatment of adult patients with advanced non-small cell lung cancer with a BRAF V600 mutation.",No,No,No,No,No,No,No,No,No,Novartis Europharm Limited,13/11/2025,,,30/06/2020,,30/06/2014,,,,38,27/08/2018,13/11/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/mekinist
Human,Datopotamab deruxtecan Daiichi Sankyo,EMEA/H/C/006081,Application withdrawn,,,datopotamab deruxtecan,datopotamab deruxtecan,"Carcinoma, Non-Small-Cell Lung",,No,L01FX35,,Antineoplastic agents,,Treatment of adult patients with locally advanced or metastatic non squamous non-small cell lung cancer (NSCLC),No,No,No,No,No,No,No,No,No,Daiichi Sankyo Europe GmbH,,,,,20/12/2024,,,,,,31/01/2025,2025/11/11,https://www.ema.europa.eu/en/medicines/human/EPAR/datopotamab-deruxtecan-daiichi-sankyo
Human,Mektovi,EMEA/H/C/004579,Authorised,,VR/0000241083,binimetinib,binimetinib,Melanoma,,No,L01EE03,,Antineoplastic agents,,MelanomaBinimetinib in combination with encorafenib is indicated for the treatment of adult patients with unresectable or metastatic melanoma with a BRAF V600 mutation.Non-small cell lung cancer (NSCLC)Binimetinib in combination with encorafenib is indicated for the treatment of adult patients with advanced non-small cell lung cancer with a BRAF V600E mutation.,No,No,No,No,No,No,No,No,No,Pierre Fabre Medicament,18/09/2025,,,,,20/09/2018,,,,12,27/07/2018,2025/5/11,https://www.ema.europa.eu/en/medicines/human/EPAR/mektovi
Human,Braftovi,EMEA/H/C/004580,Authorised,,VR/0000241083,encorafenib,Encorafenib,Melanoma;Colorectal Neoplasms,,No,L01EC03,,Antineoplastic agents,,"MelanomaEncorafenib in combination with binimetinib is indicated for the treatment of adult patients with unresectable or metastatic melanoma with a BRAF V600 mutation.Colorectal cancer (CRC)Encorafenib in combination with cetuximab is indicated for the treatment of adult patients with metastatic colorectal cancer (CRC) &nbsp;with a BRAF V600E mutation, who have received prior systemic therapy.Non-small cell lung cancer (NSCLC)Encorafenib in combination with binimetinib is indicated for the treatment of adult patients with advanced non-small cell lung cancer with a BRAF V600E mutation.",No,No,No,No,No,No,No,No,No,Pierre Fabre Medicament,18/09/2025,,,26/07/2018,,19/09/2018,,,,17,27/07/2018,2025/5/11,https://www.ema.europa.eu/en/medicines/human/EPAR/braftovi
Human,Tafinlar,EMEA/H/C/002604,Authorised,,VR/0000308071,dabrafenib,dabrafenib mesilate,Melanoma,,No,L01EC02,,Antineoplastic agents,,"Melanoma Dabrafenib as monotherapy or in combination with trametinib is indicated for the treatment of adult patients with unresectable or metastatic melanoma with a BRAF V600 mutation (see sections 4.4 and 5.1). Adjuvant treatment of melanoma Dabrafenib in combination with trametinib is indicated for the adjuvant treatment of adult patients with Stage III melanoma with a BRAF V600 mutation, following complete resection. Non-small cell lung cancer (NSCLC) Dabrafenib in combination with trametinib is indicated for the treatment of adult patients with advanced non-small cell lung cancer with a BRAF V600 mutation.",No,No,No,No,No,No,No,No,No,Novartis Europharm Limited,2025/3/11,,,27/06/2013,,26/08/2013,,,,38,27/08/2018,2025/4/11,https://www.ema.europa.eu/en/medicines/human/EPAR/tafinlar
Human,Rybrevant,EMEA/H/C/005454,Authorised,,VR/0000261993,amivantamab,amivantamab,"Carcinoma, Non-Small-Cell Lung",,No,L01FX18,,Antineoplastic agents,,"Rybrevant is indicated:  in combination with lazertinib for the first line treatment of adult patients with advanced non small cell lung cancer (NSCLC) with EGFR Exon 19 deletions or Exon 21 L858R substitution mutations. in combination with carboplatin and pemetrexed for the treatment of adult patients with advanced NSCLC with EGFR Exon&nbsp;19 deletions or Exon&nbsp;21 L858R substitution mutations after failure of prior therapy including an EGFR tyrosine kinase inhibitor (TKI). in combination with carboplatin and pemetrexed for the first line treatment of adult patients with advanced NSCLC with activating EGFR Exon 20 insertion mutations. as monotherapy for treatment of adult patients with advanced NSCLC with activating EGFR Exon 20 insertion mutations, after failure of platinum based therapy.",No,Yes,No,No,No,No,No,No,No,Janssen-Cilag International N.V.,18/09/2025,,,14/10/2021,,2021/9/12,,,,10,2021/12/10,29/10/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/rybrevant
Human,Tabrecta,EMEA/H/C/004845,Authorised,,VR/0000293181,capmatinib,capmatinib dihydrochloride monohydrate,"Carcinoma, Non-Small-Cell Lung",,No,L01EX17,,Antineoplastic agents,,"Tabrecta as monotherapy is indicated for the treatment of adult patients with advanced non small cell lung cancer (NSCLC) harbouring alterations leading to mesenchymal epithelial transition factor gene exon 14 (METex14) skipping, who require systemic therapy following prior treatment with immunotherapy and/or platinum based chemotherapy.",No,Yes,No,No,No,No,No,No,No,Novartis Europharm Limited,26/08/2025,,,22/04/2022,,20/06/2022,,,,4,13/04/2022,27/08/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/tabrecta
Human,Naveruclif,EMEA/H/C/006173,Authorised,,VR/0000287045,paclitaxel,paclitaxel,"Breast Neoplasms;Pancreatic Neoplasms;Carcinoma, Non-Small-Cell Lung",,No,L01CD01,,Antineoplastic agents,,"Naveruclif monotherapy is indicated for the treatment of metastatic breast cancer in adult patients who have failed first-line treatment for metastatic disease and for whom standard, anthracycline containing therapy is not indicated (see section 4.4). Naveruclif in combination with gemcitabine is indicated for the first-line treatment of adult patients with metastatic adenocarcinoma of the pancreas. Naveruclif in combination with carboplatin is indicated for the first-line treatment of non-small cell lung cancer in adult patients who are not candidates for potentially curative surgery and/or radiation therapy.",No,No,No,No,No,No,Yes,No,No,Accord Healthcare S.L.U.,2025/11/8,,,2023/9/11,,2024/5/1,,,,3,27/02/2024,2025/12/8,https://www.ema.europa.eu/en/medicines/human/EPAR/naveruclif
